time,title,company,county,distinct,exeperience,education,wage,url
2023/4/23,【風險諮詢】RegTech 商業分析顧問,勤業眾信聯合會計師事務所,台北市,信義區,1年以上,大學,45000,https://www.104.com.tw/job/77477?jobsource=jolist_a_relevance
2023/4/23,"AI, 機器學習與資料分析工程師",台灣積體電路製造股份有限公司(台積電),新竹市,,經歷不拘,碩士,45000,https://www.104.com.tw/job/76wwc?jobsource=jolist_a_relevance
2023/4/23,RD20414 影像辨識與數據分析工程師(智慧製造),華碩電腦股份有限公司,台北市,北投區,經歷不拘,碩士,45000,https://www.104.com.tw/job/6oyrc?jobsource=jolist_a_relevance
2023/4/23,資訊安全分析師 (大數據平台 Splunk 應用 ),數聯資安股份有限公司,台北市,內湖區,經歷不拘,專科,45000,https://www.104.com.tw/job/6iubm?jobsource=jolist_a_relevance
2023/4/23,[PM] 資深產品經理（數據分析）Senior Product Manager / 線上面談,凱文科技服務有限公司,台北市,內湖區,3年以上,大學,102500,https://www.104.com.tw/job/7xhz9?jobsource=jolist_a_relevance
2023/4/23,SA10948 市場分析師(商用電腦),華碩電腦股份有限公司,台北市,北投區,經歷不拘,大學,45000,https://www.104.com.tw/job/7r3kf?jobsource=jolist_a_relevance
2023/4/23,爬蟲暨資料工程師 (可接受112年研發替代役),凸版蓋特資訊股份有限公司,台北市,中正區,2年以上,專科,75000,https://www.104.com.tw/job/7p7cw?jobsource=jolist_a_relevance
2023/4/23,系統分析師,上洋產業股份有限公司,新北市,五股區,經歷不拘,大學,50000,https://www.104.com.tw/job/6yykg?jobsource=jolist_a_relevance
2023/4/23,工研院資通所_AI最佳化應用工程師(T101),工研院 _財團法人工業技術研究院,新竹縣,竹東鎮,經歷不拘,碩士,45000,https://www.104.com.tw/job/7v7ap?jobsource=jolist_a_relevance
2023/4/23,商業數據分析師,必礦科技股份有限公司,台北市,南港區,3年以上,大學,45000,https://www.104.com.tw/job/7x7rj?jobsource=jolist_a_relevance
2023/4/23,系統分析師(D1)【全家便利商店關係企業】,精藤股份有限公司,台北市,中山區,2年以上,大學,57143,https://www.104.com.tw/job/71teg?jobsource=jolist_a_relevance
2023/4/23,人工智慧系統開發工程師,森崴能源股份有限公司,新北市,土城區,經歷不拘,大學,45000,https://www.104.com.tw/job/7694v?jobsource=jolist_a_relevance
2023/4/23,ESG 數據服務經理,亞洲指標數位行銷顧問股份有限公司,台北市,松山區,1年以上,大學,42500,https://www.104.com.tw/job/7yfbm?jobsource=jolist_a_relevance
2023/4/23,系統分析師-情報系統【全家便利商店關係企業】,精藤股份有限公司,台北市,中山區,2年以上,大學,71429,https://www.104.com.tw/job/7cde4?jobsource=jolist_a_relevance
2023/4/23,【大數據】資料分析工程師,中華系統整合股份有限公司,台北市,大安區,3年以上,專科,45000,https://www.104.com.tw/job/71mow?jobsource=jolist_a_relevance
2023/4/23,高雄 - 數據分析人員,米倫斯國際股份有限公司,高雄市,苓雅區,2年以上,專科,40000,https://www.104.com.tw/job/7a3gk?jobsource=jolist_a_relevance
2023/4/23,高雄軟體園區-資料平台開發工程師/資料工程,鴻海精密工業股份有限公司,高雄市,前鎮區,經歷不拘,碩士,45000,https://www.104.com.tw/job/5hbsp?jobsource=jolist_a_relevance
2023/4/23,生醫訊號演算法工程師 / 機器學習工程師 / 資料科學家,美思科技股份有限公司,台北市,南港區,3年以上,碩士,45000,https://www.104.com.tw/job/7gwqe?jobsource=jolist_a_relevance
2023/4/23,【顧問部】顧問師 / 高級顧問師(資料分析工程師 (PG))-318B,KPMG_安侯建業聯合會計師事務所,台北市,信義區,經歷不拘,大學,45000,https://www.104.com.tw/job/1x7w9?jobsource=jolist_a_relevance
2023/4/23,量化策略與金融大數據工程師,全富數位有限公司,台中市,北區,經歷不拘,學歷不拘,95000,https://www.104.com.tw/job/7q9k6?jobsource=jolist_a_relevance
2023/4/23,AI 業務專員,Taiwan AI Labs_台智擎股份有限公司,台北市,大同區,3年以上,大學,45000,https://www.104.com.tw/job/7wliw?jobsource=jolist_a_relevance
2023/4/23,工研院產科國際所_綠色及低碳產業分析師/管理師(0Y000),工研院 _財團法人工業技術研究院,台北市,大安區,3年以上,碩士,45000,https://www.104.com.tw/job/7vtmj?jobsource=jolist_a_relevance
2023/4/23,AI工程師,同方投資有限公司,台北市,中山區,3年以上,大學,45000,https://www.104.com.tw/job/7irq1?jobsource=jolist_a_relevance
2023/4/23,工研院產科國際所_健康照護與智慧醫療產業分析師(0E200),工研院 _財團法人工業技術研究院,新竹縣,竹東鎮,3年以上,碩士,45000,https://www.104.com.tw/job/6tta2?jobsource=jolist_a_relevance
2023/4/23,D4000 資料科學家,富邦媒體科技股份有限公司(富邦momo),台北市,內湖區,2年以上,大學,45000,https://www.104.com.tw/job/7vwye?jobsource=jolist_a_relevance
2023/4/23,DBA_DBO_資料庫專員(無經驗可，歡迎大學畢業生),堯晉科技有限公司,台北市,南港區,經歷不拘,大學,45000,https://www.104.com.tw/job/771b6?jobsource=jolist_a_relevance
2023/4/23,工程師(資料分析/報表)-台北,帆宣系統科技股份有限公司,台北市,南港區,3年以上,大學,45000,https://www.104.com.tw/job/7og61?jobsource=jolist_a_relevance
2023/4/23,【審計服務】數位鑑識會計_資料分析顧問_副組長/組長/副理,安永聯合會計師事務所,台北市,信義區,3年以上,大學,48000,https://www.104.com.tw/job/7gvce?jobsource=jolist_a_relevance
2023/4/23,研發替代役_工研院服科中心_醫學影像AI研發工程師(H100),工研院 _財團法人工業技術研究院,新竹縣,竹東鎮,經歷不拘,碩士,45000,https://www.104.com.tw/job/7rvaf?jobsource=jolist_a_relevance
2023/4/23,AI視覺軟硬整合工程師(台中廠)R10,友達光電股份有限公司,台中市,西屯區,經歷不拘,大學,45000,https://www.104.com.tw/job/7x618?jobsource=jolist_a_relevance
2023/4/23,[DI] 大數據 工程師,動力安全資訊股份有限公司,台北市,內湖區,經歷不拘,大學,35000,https://www.104.com.tw/job/4jnp8?jobsource=jolist_a_relevance
2023/4/23,I170 資料分析高階技術主管(可遠端工作),台灣大哥大股份有限公司,台北市,大安區,10年以上,學歷不拘,45000,https://www.104.com.tw/job/7xwux?jobsource=jolist_a_relevance
2023/4/23,Data Scientist 資料工程師,類神經網路股份有限公司,台北市,松山區,經歷不拘,專科,45000,https://www.104.com.tw/job/7abr9?jobsource=jolist_a_relevance
2023/4/23,系統分析師(台北),凌群電腦股份有限公司,台北市,萬華區,3年以上,大學,30000,https://www.104.com.tw/job/2ub3f?jobsource=jolist_a_relevance
2023/4/23,軟體類--(竹北)Data Engineer,華邦電子股份有限公司,新竹縣,竹北市,2年以上,大學,45000,https://www.104.com.tw/job/7yto1?jobsource=jolist_a_relevance
2023/4/23,資料工程師 Data Engineer,永慶房產集團_永慶房屋仲介股份有限公司,台北市,大安區,3年以上,專科,52500,https://www.104.com.tw/job/78pf4?jobsource=jolist_a_relevance
2023/4/23,系統分析師,財團法人台灣產業服務基金會,台北市,大安區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7voon?jobsource=jolist_a_relevance
2023/4/23,AI影像分析及應用工程師_樓宇自動化事業群(台北),台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,台北市,內湖區,2年以上,大學,45000,https://www.104.com.tw/job/7rsv9?jobsource=jolist_a_relevance
2023/4/23,SA系統分析師 (金融交易系統),皆凱科技有限公司,台北市,內湖區,3年以上,專科,45000,https://www.104.com.tw/job/53jvv?jobsource=jolist_a_relevance
2023/4/23,BI數據分析師,嘉聯益科技股份有限公司,新北市,樹林區,3年以上,大學,45000,https://www.104.com.tw/job/7opnt?jobsource=jolist_a_relevance
2023/4/23,資料工程師 Data Engineer,騰創數析股份有限公司,台北市,中山區,1年以上,大學,45000,https://www.104.com.tw/job/7oiof?jobsource=jolist_a_relevance
2023/4/23,產品數據檢核專員,路提科技股份有限公司,台北市,內湖區,經歷不拘,專科,34500,https://www.104.com.tw/job/7kkub?jobsource=jolist_a_relevance
2023/4/23,軟體工程師 Software Engineer (Python Developer),紐奧谷科技股份有限公司,台北市,內湖區,2年以上,大學,60000,https://www.104.com.tw/job/7m6kb?jobsource=jolist_a_relevance
2023/4/23,PA0424 AI大數據設計經理(內湖),仁寶電腦工業股份有限公司,台北市,內湖區,7年以上,大學,45000,https://www.104.com.tw/job/6v25o?jobsource=jolist_a_relevance
2023/4/23,數據分析專員　具備日文或英文溝通能力,台灣克羅瓦雷克斯股份有限公司,台北市,中山區,2年以上,專科,45000,https://www.104.com.tw/job/7dgi7?jobsource=jolist_a_relevance
2023/4/23,Senior Data Engineer/資深數據工程師,殷富資訊股份有限公司,台北市,松山區,5年以上,學歷不拘,45000,https://www.104.com.tw/job/7vak2?jobsource=jolist_a_relevance
2023/4/23,Machine Learning Engineer 機器學習工程師,類神經網路股份有限公司,台北市,松山區,2年以上,大學,45000,https://www.104.com.tw/job/7vec4?jobsource=jolist_a_relevance
2023/4/23,數據分析工程師,百事益國際股份有限公司,新北市,新店區,經歷不拘,專科,45000,https://www.104.com.tw/job/7yw0v?jobsource=jolist_a_relevance
2023/4/23,數據分析師 - Google Analytics,英屬開曼群島商雲數位智能行銷有限公司台灣分公司,台北市,松山區,2年以上,專科,43000,https://www.104.com.tw/job/6q2u8?jobsource=jolist_a_relevance
2023/4/23,高雄軟體園區- 大數據平台整合資深工程師,鴻海精密工業股份有限公司,高雄市,前鎮區,4年以上,碩士,45000,https://www.104.com.tw/job/5ze2j?jobsource=jolist_a_relevance
2023/4/23,Python / Django 開發工程師 (3 年以上)【聯想感】,股感資訊股份有限公司,台北市,松山區,1年以上,專科,85000,https://www.104.com.tw/job/7q2wq?jobsource=jolist_a_relevance
2023/4/23,【風險諮詢】金融犯罪風險資料分析顧問,勤業眾信聯合會計師事務所,台北市,信義區,1年以上,大學,45000,https://www.104.com.tw/job/7f2i9?jobsource=jolist_a_relevance
2023/4/23,【顧問服務部】數據分析顧問,台灣恩悌悌數據股份有限公司,台北市,中山區,3年以上,碩士,45000,https://www.104.com.tw/job/767uz?jobsource=jolist_a_relevance
2023/4/23,機器學習 Machine Learning Expert (和雲行動服務),和運租車股份有限公司,台北市,中山區,3年以上,大學,45000,https://www.104.com.tw/job/7kpk1?jobsource=jolist_a_relevance
2023/4/23,系統分析師(駐點新北市林口)【全家便利商店關係企業】,精藤股份有限公司,新北市,林口區,2年以上,大學,45000,https://www.104.com.tw/job/5dtl9?jobsource=jolist_a_relevance
2023/4/23,【UberEats▲ENT AM Assistant】月薪39K-41K/數據分析/大型客戶維繫協助_RFS_865,藝珂人事顧問股份有限公司,台北市,信義區,經歷不拘,專科,40000,https://www.104.com.tw/job/7xnvu?jobsource=jolist_a_relevance
2023/4/23,大數據產品交付諮詢師,台北神策諮詢顧問有限公司,台北市,中山區,經歷不拘,大學,45000,https://www.104.com.tw/job/6sxgk?jobsource=jolist_a_relevance
2023/4/23,CRM資深數據分析專員,京站實業股份有限公司,台北市,大同區,5年以上,大學,45000,https://www.104.com.tw/job/6vncx?jobsource=jolist_a_relevance
2023/4/23,數據分析師 / 廣告系統操作與運營,民視_民間全民電視股份有限公司,新北市,林口區,經歷不拘,大學,45000,https://www.104.com.tw/job/7ujku?jobsource=jolist_a_relevance
2023/4/23,世新大學知識經濟發展研究院-資料分析師,世新大學_人事室,台北市,文山區,3年以上,碩士,44000,https://www.104.com.tw/job/7mgua?jobsource=jolist_a_relevance
2023/4/23,總公司：數據分析專案經理 (Global Mall),環球購物中心股份有限公司,新北市,板橋區,5年以上,大學,45000,https://www.104.com.tw/job/78657?jobsource=jolist_a_relevance
2023/4/23,路邊烤肉 數據分析師,路邊烤肉_糞金龜工作室,宜蘭縣,羅東鎮,經歷不拘,專科,35400,https://www.104.com.tw/job/7ssl7?jobsource=jolist_a_relevance
2023/4/23,智慧製造演算法開發工程師(台南),群創光電股份有限公司,台南市,新市區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7w6kq?jobsource=jolist_a_relevance
2023/4/23,UberEats_ENT AM Assistant_客戶管理/數據分析/行政經驗/39K-41K_RFS 818,藝珂人事顧問股份有限公司,台北市,信義區,經歷不拘,專科,40000,https://www.104.com.tw/job/7xrsr?jobsource=jolist_a_relevance
2023/4/23,大數據分析,杏豐實業股份有限公司,新北市,三重區,1年以上,大學,45000,https://www.104.com.tw/job/7qr2q?jobsource=jolist_a_relevance
2023/4/23,雲端工程師(大數據平台Splunk析),數聯資安股份有限公司,台北市,內湖區,2年以上,專科,45000,https://www.104.com.tw/job/7t3ig?jobsource=jolist_a_relevance
2023/4/23,UberEats_HP AM Specialist_客戶管理/問題解決/數據分析/38K-42K+季獎金/全台招募!轉職超棒選擇!!_RFS 818,藝珂人事顧問股份有限公司,台北市,信義區,經歷不拘,專科,40000,https://www.104.com.tw/job/7wa87?jobsource=jolist_a_relevance
2023/4/23,數據師、大數據分析師(臺北市信義區),鼎漢國際工程顧問股份有限公司,台北市,信義區,經歷不拘,大學,40000,https://www.104.com.tw/job/7cfoj?jobsource=jolist_a_relevance
2023/4/23,（正職獵才）《【SAP BW數據分析人員 & Project Management Specialist】工作地點位於總公司｜在地知名金控公司｜薪資依經驗皆可議｜台北車站捷運站鬧區｜具備SAP BW及ABAP工作經驗 INT_203,藝珂人事顧問股份有限公司,台北市,中正區,經歷不拘,專科,45000,https://www.104.com.tw/job/6uba4?jobsource=jolist_a_relevance
2023/4/23,商業數據分析師,南山產物保險股份有限公司,台北市,中正區,3年以上,大學,45000,https://www.104.com.tw/job/7rhxw?jobsource=jolist_a_relevance
2023/4/23,數據分析工程師,安瑟樂威股份有限公司,台北市,信義區,經歷不拘,學歷不拘,45000,https://www.104.com.tw/job/7epiy?jobsource=jolist_a_relevance
2023/4/23,UberEats_Sales Operations Analyst營運分析師_數據分析/38K-42K+季獎金/全台招募!轉職超棒選擇!!_RFS 818,藝珂人事顧問股份有限公司,台北市,信義區,經歷不拘,專科,45000,https://www.104.com.tw/job/7yb3o?jobsource=jolist_a_relevance
2023/4/23,【高薪聘請】數據分析師,鑫總汽車股份有限公司,台北市,中山區,3年以上,大學,50000,https://www.104.com.tw/job/7rdi9?jobsource=jolist_a_relevance
2023/4/23,產業分析研究員_中部辦公室,財團法人商業發展研究院,台中市,西區,5年以上,碩士,45000,https://www.104.com.tw/job/7w3ec?jobsource=jolist_a_relevance
2023/4/23,資料工程師,悠由數據應用股份有限公司,台北市,內湖區,經歷不拘,學歷不拘,45000,https://www.104.com.tw/job/7dmcp?jobsource=jolist_a_relevance
2023/4/23,數據分析工程師,一卡通票證股份有限公司,高雄市,前鎮區,經歷不拘,大學,41000,https://www.104.com.tw/job/7f4az?jobsource=jolist_a_relevance
2023/4/23,"【2023校園徵才】資料科學工程師 (數數發中心,DDT)",國泰世華商業銀行股份有限公司_人力資源部,台北市,信義區,經歷不拘,大學,45000,https://www.104.com.tw/job/7veyg?jobsource=jolist_a_relevance
2023/4/23,"【數位金融】專案管理師_數據治理 (數數發中心, DDT)",國泰世華商業銀行股份有限公司_人力資源部,台北市,信義區,經歷不拘,大學,45000,https://www.104.com.tw/job/7yu4a?jobsource=jolist_a_relevance
2023/4/23,富邦投顧-金融市場數據分析人員,富邦綜合證券股份有限公司,台北市,大安區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7gyzd?jobsource=jolist_a_relevance
2023/4/23,【數轉院/健康數據科技中心】行為科學領域專案PM/研究人員,資策會_財團法人資訊工業策進會,台北市,松山區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7t4cd?jobsource=jolist_a_relevance
2023/4/23,暑期實習生（專案管理 / 數據分析 / 視覺設計 / 軟體工程）,以沛有限公司,台北市,松山區,經歷不拘,學歷不拘,30000,https://www.104.com.tw/job/7ym4i?jobsource=jolist_a_relevance
2023/4/23,醫學統計分析師,寰澔生物科技有限公司,台北市,大同區,1年以上,碩士,40000,https://www.104.com.tw/job/72xnq?jobsource=jolist_a_relevance
2023/4/23,RD21175 資料庫暨自動化軟體工程師,華碩電腦股份有限公司,台北市,北投區,1年以上,大學,45000,https://www.104.com.tw/job/7yxnm?jobsource=jolist_a_relevance
2023/4/23,(資深) 人工智慧資料科學家_台達研究院(台北/南科),台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,台北市,內湖區,經歷不拘,碩士,45000,https://www.104.com.tw/job/6qblf?jobsource=jolist_a_relevance
2023/4/23,【數位轉型處】數據分析師,錠嵂保險經紀人股份有限公司,台北市,松山區,2年以上,專科,40000,https://www.104.com.tw/job/7xk0f?jobsource=jolist_a_relevance
2023/4/23,資訊部 數據分析專員,廣朋實業股份有限公司,台北市,中山區,經歷不拘,專科,36500,https://www.104.com.tw/job/7aa2g?jobsource=jolist_a_relevance
2023/4/23,智慧自動化系統軟體開發工程師(南港)_IAIoT,漢通科技股份有限公司,台北市,南港區,2年以上,大學,45000,https://www.104.com.tw/job/7eb10?jobsource=jolist_a_relevance
2023/4/23,數據分析師,傲群科技有限公司,台中市,西屯區,2年以上,學歷不拘,65000,https://www.104.com.tw/job/7wyci?jobsource=jolist_a_relevance
2023/4/23,G8-長照及健康數據分析應用,財團法人中衛發展中心,台北市,中正區,2年以上,碩士,37000,https://www.104.com.tw/job/7ymix?jobsource=jolist_a_relevance
2023/4/23,2023_A+種子暑期實習_AIoT開發實習生(台中),友達光電股份有限公司,台中市,西屯區,經歷不拘,大學,41500,https://www.104.com.tw/job/7jzhz?jobsource=jolist_a_relevance
2023/4/23,業務數據分析專員,全鋒汽車股份有限公司,台北市,大安區,3年以上,專科,37500,https://www.104.com.tw/job/7q32z?jobsource=jolist_a_relevance
2023/4/23,【數據發展部】數據分析師-分析,聯合報股份有限公司,新北市,汐止區,2年以上,大學,45000,https://www.104.com.tw/job/7vmmw?jobsource=jolist_a_relevance
2023/4/23,Data Intelligence Analyst (APAC) – Analytics and Insights,美國貝克斯數位媒體有限公司,台北市,信義區,3年以上,大學,45000,https://www.104.com.tw/job/7qlbw?jobsource=jolist_a_relevance
2023/4/23,Data Intelligence Analyst (APAC) – Analytics and Insights,美國貝克斯數位媒體有限公司,台北市,信義區,3年以上,大學,45000,https://www.104.com.tw/job/7qlbw?jobsource=jolist_a_relevance
2023/4/23,高級數據分析師,殷富資訊股份有限公司,台北市,松山區,5年以上,學歷不拘,45000,https://www.104.com.tw/job/7v4r6?jobsource=jolist_a_relevance
2023/4/23,台灣大哥大集團AI智能客服訓練師,台灣客服科技股份有限公司,新北市,三重區,經歷不拘,大學,35000,https://www.104.com.tw/job/77i90?jobsource=jolist_a_relevance
2023/4/23,高雄軟體園區-資料平台開發工程師/資料工程,鴻佰科技股份有限公司,高雄市,前鎮區,經歷不拘,大學,45000,https://www.104.com.tw/job/7lfx5?jobsource=jolist_a_relevance
2023/4/23,CRM數據分析主管,麗嬰房股份有限公司,台北市,內湖區,3年以上,大學,45000,https://www.104.com.tw/job/7x8wt?jobsource=jolist_a_relevance
2023/4/23,數據分析師(高雄資訊研發部),東森購物_電視購物_東森得易購股份有限公司,高雄市,鹽埕區,2年以上,大學,45000,https://www.104.com.tw/job/7r5ti?jobsource=jolist_a_relevance
2023/4/23,【土城】數據服務(DaaS)開發工程師,雲智匯科技服務股份有限公司,新北市,土城區,5年以上,大學,82500,https://www.104.com.tw/job/7ct0t?jobsource=jolist_a_relevance
2023/4/23,Oracle/SQL資料庫管理師(新竹),擎昊科技股份有限公司,新竹縣,竹北市,2年以上,專科,45000,https://www.104.com.tw/job/625py?jobsource=jolist_a_relevance
2023/4/23,商業分析專員 Liver Project Specialist,17LIVE_藝啟股份有限公司,台北市,松山區,1年以上,專科,38000,https://www.104.com.tw/job/7vmik?jobsource=jolist_a_relevance
2023/4/23,Uber_Operations Specialist_Driver Experience(專案管理/數據分析/42K起)RFS_818,藝珂人事顧問股份有限公司,台北市,信義區,2年以上,大學,46000,https://www.104.com.tw/job/7q0wj?jobsource=jolist_a_relevance
2023/4/23,【行銷科技】產品企劃、產品管理、數據分析、網站企劃（SAAS Product Planner）,玩構網路科技有限公司,高雄市,楠梓區,經歷不拘,學歷不拘,47500,https://www.104.com.tw/job/7ga0s?jobsource=jolist_a_relevance
2023/4/23,AI工程師(設計工具開發),財團法人台灣設計研究院,台北市,信義區,3年以上,碩士,51000,https://www.104.com.tw/job/7vfy8?jobsource=jolist_a_relevance
2023/4/23,Senior Backend Engineer (Python),凌諦有限公司,台北市,南港區,4年以上,大學,130000,https://www.104.com.tw/job/7f16c?jobsource=jolist_a_relevance
2023/4/23,資料科學家,趣遊科技有限公司,台北市,內湖區,2年以上,專科,45000,https://www.104.com.tw/job/7yh9e?jobsource=jolist_a_relevance
2023/4/23,【2023暑期實習】AI技術實習生 (板橋),遠傳電信股份有限公司,台北市,內湖區,經歷不拘,大學,26400,https://www.104.com.tw/job/7yl56?jobsource=jolist_a_relevance
2023/4/23,系統分析師(外派桃園大溪)【全家便利商店關係企業】,精藤股份有限公司,桃園市,大溪區,2年以上,大學,45000,https://www.104.com.tw/job/5d5xo?jobsource=jolist_a_relevance
2023/4/23,數據分析顧問 Data Analyst Consultant (台北/Taipei),凱鈿行動科技股份有限公司,台北市,中山區,1年以上,大學,52000,https://www.104.com.tw/job/7n7w0?jobsource=jolist_a_relevance
2023/4/23,"【數位金融】資料科學分析師-數據分析(數數發中心,DDT)",國泰世華商業銀行股份有限公司_人力資源部,台北市,信義區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7xh7n?jobsource=jolist_a_relevance
2023/4/23,管理部（宜科）- 數據分析 或 MIS資深工程師,立達國際電子股份有限公司,宜蘭縣,宜蘭市,5年以上,大學,60000,https://www.104.com.tw/job/6pgfr?jobsource=jolist_a_relevance
2023/4/23,數據分析師(學士),弈樂科技股份有限公司,台中市,西屯區,經歷不拘,大學,47500,https://www.104.com.tw/job/6j51q?jobsource=jolist_a_relevance
